Filename                                              Regions    Missed Regions     Cover   Functions  Missed Functions  Executed       Lines      Missed Lines     Cover    Branches   Missed Branches     Cover    MC/DC Conditions    Missed Conditions     Cover
test/state/state_view.hpp                                   2                 0   100.00%           2                 0   100.00%           2                 0   100.00%           0                 0         -                   0                    0         -
test/state/system_contracts.cpp                            26                 1    96.15%           6                 1    83.33%          53                 1    98.11%          14                 0   100.00%                   0                    0         -
test/state/transaction.hpp                                  1                 0   100.00%           1                 0   100.00%           1                 0   100.00%           0                 0         -                   0                    0         -
test/statetest/statetest.cpp                               50                19    62.00%          11                 4    63.64%         106                28    73.58%          30                15    50.00%                   9                    8    11.11%
test/statetest/statetest_runner.cpp                       156                42    73.08%           1                 0   100.00%          46                13    71.74%          42                20    52.38%                   0                    0         -

Files which contain no functions:
build/cov/test/evmone/version.h                             0                 0         -           0                 0         -           0                 0         -           0                 0         -                   0                    0         -
lib/evmone/instructions_xmacro.hpp                          0                 0         -           0                 0         -           0                 0         -           0                 0         -                   0                    0         -
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
TOTAL                                                    7447              2142    71.24%         486                21    95.68%        5562               275    95.06%        2585               803    68.94%                 206                   36    82.52%
